target_split,source_split,relative_path,source_name,sequence_index,sequence_group,D00,D10,D20,D40
test,train,United_States_004615.jpg,United_States,4615,United_States:000046,3,2,0,0
test,train,United_States_004616.jpg,United_States,4616,United_States:000046,1,0,1,0
test,train,United_States_004617.jpg,United_States,4617,United_States:000046,1,0,0,0
test,val,United_States_004618.jpg,United_States,4618,United_States:000046,1,0,0,0
test,train,United_States_004619.jpg,United_States,4619,United_States:000046,0,1,0,0
test,train,United_States_004620.jpg,United_States,4620,United_States:000046,1,2,0,0
test,train,United_States_004621.jpg,United_States,4621,United_States:000046,0,0,1,0
test,train,United_States_004622.jpg,United_States,4622,United_States:000046,0,0,1,0
test,val,United_States_004623.jpg,United_States,4623,United_States:000046,2,1,0,0
test,train,United_States_004624.jpg,United_States,4624,United_States:000046,1,0,0,0
test,train,United_States_004625.jpg,United_States,4625,United_States:000046,2,1,0,0
test,val,United_States_004626.jpg,United_States,4626,United_States:000046,1,0,0,0
test,train,United_States_004627.jpg,United_States,4627,United_States:000046,1,0,0,0
test,train,United_States_004628.jpg,United_States,4628,United_States:000046,0,1,0,0
test,train,United_States_004629.jpg,United_States,4629,United_States:000046,1,2,0,0
test,train,United_States_004630.jpg,United_States,4630,United_States:000046,2,0,0,0
test,train,United_States_004631.jpg,United_States,4631,United_States:000046,2,2,0,0
test,train,United_States_004632.jpg,United_States,4632,United_States:000046,2,0,0,0
test,train,United_States_004633.jpg,United_States,4633,United_States:000046,0,0,1,0
test,train,United_States_004634.jpg,United_States,4634,United_States:000046,1,0,0,0
test,train,United_States_004635.jpg,United_States,4635,United_States:000046,2,0,0,0
test,train,United_States_004636.jpg,United_States,4636,United_States:000046,1,0,0,0
test,train,United_States_004637.jpg,United_States,4637,United_States:000046,0,0,1,0
test,train,United_States_004638.jpg,United_States,4638,United_States:000046,1,1,0,0
test,train,United_States_004639.jpg,United_States,4639,United_States:000046,0,1,0,0
test,train,United_States_004640.jpg,United_States,4640,United_States:000046,3,2,0,1
test,train,United_States_004641.jpg,United_States,4641,United_States:000046,0,2,0,0
test,train,United_States_004642.jpg,United_States,4642,United_States:000046,3,1,0,0
test,train,United_States_004643.jpg,United_States,4643,United_States:000046,0,0,0,1
test,train,United_States_004644.jpg,United_States,4644,United_States:000046,0,1,0,0
test,train,United_States_004645.jpg,United_States,4645,United_States:000046,1,0,0,0
test,train,United_States_004646.jpg,United_States,4646,United_States:000046,2,2,0,0
test,train,United_States_004647.jpg,United_States,4647,United_States:000046,2,0,0,0
test,train,United_States_004648.jpg,United_States,4648,United_States:000046,1,0,0,0
test,train,United_States_004649.jpg,United_States,4649,United_States:000046,3,0,0,0
test,train,United_States_004650.jpg,United_States,4650,United_States:000046,2,0,0,0
test,train,United_States_004651.jpg,United_States,4651,United_States:000046,2,0,1,0
test,train,United_States_004652.jpg,United_States,4652,United_States:000046,0,0,1,0
test,train,United_States_004653.jpg,United_States,4653,United_States:000046,2,0,0,0
test,train,United_States_004654.jpg,United_States,4654,United_States:000046,3,1,0,0
test,train,United_States_004655.jpg,United_States,4655,United_States:000046,1,0,0,0
test,train,United_States_004656.jpg,United_States,4656,United_States:000046,0,1,0,0
test,train,United_States_004657.jpg,United_States,4657,United_States:000046,4,2,0,0
test,train,United_States_004658.jpg,United_States,4658,United_States:000046,1,0,1,0
test,train,United_States_004659.jpg,United_States,4659,United_States:000046,1,0,0,0
test,train,United_States_004660.jpg,United_States,4660,United_States:000046,3,3,0,0
test,train,United_States_004661.jpg,United_States,4661,United_States:000046,1,0,0,0
test,train,United_States_004662.jpg,United_States,4662,United_States:000046,1,1,1,0
test,train,United_States_004663.jpg,United_States,4663,United_States:000046,3,0,0,0
test,train,United_States_004664.jpg,United_States,4664,United_States:000046,3,0,0,0
test,train,United_States_004665.jpg,United_States,4665,United_States:000046,2,0,0,0
test,train,United_States_004666.jpg,United_States,4666,United_States:000046,0,1,0,0
test,train,United_States_004667.jpg,United_States,4667,United_States:000046,2,2,1,0
test,train,United_States_004668.jpg,United_States,4668,United_States:000046,2,0,0,0
test,val,United_States_004669.jpg,United_States,4669,United_States:000046,0,0,1,0
test,train,United_States_004670.jpg,United_States,4670,United_States:000046,5,1,0,0
test,train,United_States_004671.jpg,United_States,4671,United_States:000046,1,1,0,0
test,train,United_States_004672.jpg,United_States,4672,United_States:000046,2,1,0,0
test,train,United_States_004673.jpg,United_States,4673,United_States:000046,2,3,0,1
test,val,United_States_004674.jpg,United_States,4674,United_States:000046,2,0,0,0
test,val,United_States_004675.jpg,United_States,4675,United_States:000046,2,1,0,0
test,train,United_States_004676.jpg,United_States,4676,United_States:000046,1,1,0,0
test,train,United_States_004677.jpg,United_States,4677,United_States:000046,2,0,0,0
test,train,United_States_004678.jpg,United_States,4678,United_States:000046,0,1,0,0
test,train,United_States_004679.jpg,United_States,4679,United_States:000046,3,0,0,0
test,train,United_States_004680.jpg,United_States,4680,United_States:000046,3,1,0,0
test,train,United_States_004681.jpg,United_States,4681,United_States:000046,1,0,1,0
test,train,United_States_004682.jpg,United_States,4682,United_States:000046,3,0,0,0
test,train,United_States_004683.jpg,United_States,4683,United_States:000046,2,0,0,0
test,train,United_States_004684.jpg,United_States,4684,United_States:000046,2,1,0,0
test,train,United_States_004685.jpg,United_States,4685,United_States:000046,0,1,0,0
test,train,United_States_004686.jpg,United_States,4686,United_States:000046,1,1,0,0
test,train,United_States_004687.jpg,United_States,4687,United_States:000046,1,2,0,0
test,train,United_States_004688.jpg,United_States,4688,United_States:000046,0,2,1,0
test,train,United_States_004689.jpg,United_States,4689,United_States:000046,1,0,0,0
test,train,United_States_004690.jpg,United_States,4690,United_States:000046,1,0,0,0
test,train,United_States_004691.jpg,United_States,4691,United_States:000046,1,1,0,0
test,train,United_States_004692.jpg,United_States,4692,United_States:000046,2,1,0,0
test,train,United_States_004693.jpg,United_States,4693,United_States:000046,0,2,0,0
test,train,United_States_004694.jpg,United_States,4694,United_States:000046,2,0,0,0
test,train,United_States_004695.jpg,United_States,4695,United_States:000046,2,1,0,0
test,train,United_States_004696.jpg,United_States,4696,United_States:000046,0,1,0,0
test,train,United_States_004697.jpg,United_States,4697,United_States:000046,1,2,0,0
test,train,United_States_004698.jpg,United_States,4698,United_States:000046,1,0,0,0
test,train,United_States_004699.jpg,United_States,4699,United_States:000046,0,0,1,0
test,train,United_States_000400.jpg,United_States,400,United_States:000004,2,0,0,0
test,train,United_States_000401.jpg,United_States,401,United_States:000004,3,1,0,0
test,train,United_States_000402.jpg,United_States,402,United_States:000004,2,1,1,0
test,train,United_States_000403.jpg,United_States,403,United_States:000004,2,2,0,0
test,train,United_States_000404.jpg,United_States,404,United_States:000004,1,0,0,0
test,train,United_States_000405.jpg,United_States,405,United_States:000004,1,0,0,0
test,train,United_States_000406.jpg,United_States,406,United_States:000004,0,0,1,0
test,train,United_States_000407.jpg,United_States,407,United_States:000004,1,1,0,0
test,train,United_States_000408.jpg,United_States,408,United_States:000004,2,0,1,0
test,val,United_States_000409.jpg,United_States,409,United_States:000004,0,1,0,0
test,train,United_States_000410.jpg,United_States,410,United_States:000004,3,1,0,0
test,train,United_States_000411.jpg,United_States,411,United_States:000004,1,0,0,0
test,train,United_States_000412.jpg,United_States,412,United_States:000004,1,1,0,0
test,train,United_States_000413.jpg,United_States,413,United_States:000004,4,1,0,0
test,train,United_States_000414.jpg,United_States,414,United_States:000004,1,1,0,0
test,train,United_States_000415.jpg,United_States,415,United_States:000004,1,4,0,0
test,train,United_States_000416.jpg,United_States,416,United_States:000004,2,3,0,0
test,val,United_States_000417.jpg,United_States,417,United_States:000004,0,1,1,0
test,train,United_States_000418.jpg,United_States,418,United_States:000004,0,1,0,0
test,train,United_States_000419.jpg,United_States,419,United_States:000004,2,1,0,0
test,train,United_States_000420.jpg,United_States,420,United_States:000004,1,0,0,0
test,train,United_States_000421.jpg,United_States,421,United_States:000004,1,1,0,0
test,train,United_States_000422.jpg,United_States,422,United_States:000004,1,1,0,0
test,train,United_States_000423.jpg,United_States,423,United_States:000004,1,0,0,0
test,val,United_States_000424.jpg,United_States,424,United_States:000004,2,0,0,0
test,train,United_States_000425.jpg,United_States,425,United_States:000004,2,2,0,0
test,train,United_States_000426.jpg,United_States,426,United_States:000004,1,1,0,0
test,train,United_States_000427.jpg,United_States,427,United_States:000004,1,0,0,0
test,val,United_States_000428.jpg,United_States,428,United_States:000004,2,1,0,0
test,train,United_States_000429.jpg,United_States,429,United_States:000004,1,0,0,0
test,train,United_States_000430.jpg,United_States,430,United_States:000004,4,2,0,0
test,train,United_States_000431.jpg,United_States,431,United_States:000004,2,0,0,0
test,train,United_States_000432.jpg,United_States,432,United_States:000004,2,0,0,0
test,train,United_States_000433.jpg,United_States,433,United_States:000004,0,1,0,0
test,train,United_States_000434.jpg,United_States,434,United_States:000004,2,0,0,0
test,train,United_States_000435.jpg,United_States,435,United_States:000004,2,1,0,0
test,train,United_States_000436.jpg,United_States,436,United_States:000004,0,2,0,0
test,train,United_States_000437.jpg,United_States,437,United_States:000004,3,2,0,0
test,val,United_States_000438.jpg,United_States,438,United_States:000004,1,2,0,0
test,train,United_States_000439.jpg,United_States,439,United_States:000004,1,0,0,0
test,train,United_States_000440.jpg,United_States,440,United_States:000004,1,1,0,0
test,train,United_States_000441.jpg,United_States,441,United_States:000004,2,0,0,0
test,train,United_States_000442.jpg,United_States,442,United_States:000004,0,1,0,0
test,train,United_States_000443.jpg,United_States,443,United_States:000004,1,1,0,0
test,train,United_States_000444.jpg,United_States,444,United_States:000004,2,0,1,0
test,train,United_States_000445.jpg,United_States,445,United_States:000004,1,0,0,0
test,train,United_States_000446.jpg,United_States,446,United_States:000004,2,0,0,0
test,train,United_States_000447.jpg,United_States,447,United_States:000004,1,0,0,0
test,train,United_States_000448.jpg,United_States,448,United_States:000004,4,1,0,0
test,val,United_States_000449.jpg,United_States,449,United_States:000004,2,0,1,0
test,train,United_States_000450.jpg,United_States,450,United_States:000004,0,1,0,0
test,train,United_States_000451.jpg,United_States,451,United_States:000004,2,1,0,0
test,train,United_States_000452.jpg,United_States,452,United_States:000004,1,0,0,0
test,train,United_States_000453.jpg,United_States,453,United_States:000004,1,0,0,0
test,val,United_States_000454.jpg,United_States,454,United_States:000004,3,2,0,0
test,train,United_States_000455.jpg,United_States,455,United_States:000004,2,0,0,0
test,train,United_States_000456.jpg,United_States,456,United_States:000004,1,1,0,0
test,train,United_States_000457.jpg,United_States,457,United_States:000004,2,0,0,0
test,val,United_States_000458.jpg,United_States,458,United_States:000004,4,4,0,0
test,train,United_States_000459.jpg,United_States,459,United_States:000004,2,1,0,0
test,train,United_States_000460.jpg,United_States,460,United_States:000004,2,0,0,0
test,train,United_States_000461.jpg,United_States,461,United_States:000004,1,0,0,0
test,val,United_States_000462.jpg,United_States,462,United_States:000004,1,0,0,0
test,train,United_States_000463.jpg,United_States,463,United_States:000004,1,1,0,0
test,val,United_States_000464.jpg,United_States,464,United_States:000004,0,0,1,0
test,train,United_States_000465.jpg,United_States,465,United_States:000004,1,2,0,0
test,train,United_States_000466.jpg,United_States,466,United_States:000004,2,0,0,0
test,val,United_States_000467.jpg,United_States,467,United_States:000004,2,2,0,0
test,train,United_States_000468.jpg,United_States,468,United_States:000004,2,3,1,0
test,train,United_States_000469.jpg,United_States,469,United_States:000004,1,0,0,0
test,train,United_States_000470.jpg,United_States,470,United_States:000004,1,2,0,0
test,train,United_States_000471.jpg,United_States,471,United_States:000004,0,2,0,0
test,train,United_States_000472.jpg,United_States,472,United_States:000004,0,0,1,0
test,train,United_States_000473.jpg,United_States,473,United_States:000004,0,0,1,0
test,val,United_States_000474.jpg,United_States,474,United_States:000004,2,0,0,0
test,train,United_States_000475.jpg,United_States,475,United_States:000004,1,0,0,0
test,train,United_States_000476.jpg,United_States,476,United_States:000004,2,0,1,0
test,train,United_States_000477.jpg,United_States,477,United_States:000004,2,0,0,0
test,train,United_States_000478.jpg,United_States,478,United_States:000004,1,0,0,0
test,train,United_States_000479.jpg,United_States,479,United_States:000004,1,1,2,0
test,train,United_States_000480.jpg,United_States,480,United_States:000004,1,0,0,0
test,train,United_States_000481.jpg,United_States,481,United_States:000004,2,1,0,0
test,train,United_States_000482.jpg,United_States,482,United_States:000004,1,2,0,0
test,train,United_States_000483.jpg,United_States,483,United_States:000004,2,1,0,0
test,train,United_States_000484.jpg,United_States,484,United_States:000004,1,0,0,0
test,train,United_States_000485.jpg,United_States,485,United_States:000004,1,0,0,0
test,train,United_States_000486.jpg,United_States,486,United_States:000004,2,1,0,0
test,val,United_States_000487.jpg,United_States,487,United_States:000004,2,0,0,0
test,train,United_States_000488.jpg,United_States,488,United_States:000004,0,3,0,0
test,train,United_States_000489.jpg,United_States,489,United_States:000004,3,1,0,0
test,val,United_States_000490.jpg,United_States,490,United_States:000004,1,0,0,0
test,train,United_States_000491.jpg,United_States,491,United_States:000004,0,0,1,0
test,train,United_States_000492.jpg,United_States,492,United_States:000004,1,1,0,0
test,val,United_States_000493.jpg,United_States,493,United_States:000004,2,0,0,0
test,train,United_States_000494.jpg,United_States,494,United_States:000004,1,1,0,0
test,train,United_States_000495.jpg,United_States,495,United_States:000004,1,0,0,0
test,train,United_States_000496.jpg,United_States,496,United_States:000004,1,0,0,0
test,val,United_States_000497.jpg,United_States,497,United_States:000004,2,0,0,0
test,train,United_States_000498.jpg,United_States,498,United_States:000004,2,1,1,0
test,train,United_States_000499.jpg,United_States,499,United_States:000004,4,2,0,0
train,train,United_States_003600.jpg,United_States,3600,United_States:000036,1,0,0,0
train,train,United_States_003601.jpg,United_States,3601,United_States:000036,1,0,0,0
train,val,United_States_003602.jpg,United_States,3602,United_States:000036,3,0,0,0
train,train,United_States_003603.jpg,United_States,3603,United_States:000036,2,0,0,0
train,val,United_States_003604.jpg,United_States,3604,United_States:000036,2,0,0,0
train,train,United_States_003605.jpg,United_States,3605,United_States:000036,1,1,0,0
train,train,United_States_003606.jpg,United_States,3606,United_States:000036,1,0,0,0
train,train,United_States_003607.jpg,United_States,3607,United_States:000036,0,0,1,0
train,train,United_States_003608.jpg,United_States,3608,United_States:000036,1,1,0,0
train,val,United_States_003609.jpg,United_States,3609,United_States:000036,0,2,0,0
train,train,United_States_003610.jpg,United_States,3610,United_States:000036,2,2,0,0
train,train,United_States_003611.jpg,United_States,3611,United_States:000036,1,0,0,0
train,train,United_States_003612.jpg,United_States,3612,United_States:000036,1,0,0,0
train,train,United_States_003613.jpg,United_States,3613,United_States:000036,2,2,0,0
train,train,United_States_003614.jpg,United_States,3614,United_States:000036,1,2,0,0
train,train,United_States_003615.jpg,United_States,3615,United_States:000036,1,0,0,0
train,train,United_States_003616.jpg,United_States,3616,United_States:000036,1,3,0,0
train,train,United_States_003617.jpg,United_States,3617,United_States:000036,0,2,0,0
train,train,United_States_003618.jpg,United_States,3618,United_States:000036,1,0,0,0
train,train,United_States_003619.jpg,United_States,3619,United_States:000036,2,1,0,0
train,train,United_States_003620.jpg,United_States,3620,United_States:000036,3,0,0,0
train,train,United_States_003621.jpg,United_States,3621,United_States:000036,0,0,1,0
train,train,United_States_003622.jpg,United_States,3622,United_States:000036,0,2,0,0
train,train,United_States_003623.jpg,United_States,3623,United_States:000036,3,1,1,0
train,train,United_States_003624.jpg,United_States,3624,United_States:000036,2,0,0,0
train,train,United_States_003625.jpg,United_States,3625,United_States:000036,2,0,0,0
train,train,United_States_003626.jpg,United_States,3626,United_States:000036,0,0,1,0
train,val,United_States_003627.jpg,United_States,3627,United_States:000036,1,2,0,0
train,val,United_States_003628.jpg,United_States,3628,United_States:000036,4,0,0,0
train,val,United_States_003629.jpg,United_States,3629,United_States:000036,2,0,0,0
train,train,United_States_003630.jpg,United_States,3630,United_States:000036,1,1,0,0
train,train,United_States_003631.jpg,United_States,3631,United_States:000036,2,1,1,0
train,train,United_States_003632.jpg,United_States,3632,United_States:000036,1,0,0,0
train,train,United_States_003633.jpg,United_States,3633,United_States:000036,1,0,0,0
train,train,United_States_003634.jpg,United_States,3634,United_States:000036,0,0,1,1
train,train,United_States_003635.jpg,United_States,3635,United_States:000036,2,2,0,0
train,train,United_States_003636.jpg,United_States,3636,United_States:000036,1,0,0,0
train,train,United_States_003637.jpg,United_States,3637,United_States:000036,3,0,0,0
train,train,United_States_003638.jpg,United_States,3638,United_States:000036,1,2,0,0
train,train,United_States_003639.jpg,United_States,3639,United_States:000036,4,0,1,0
train,train,United_States_003640.jpg,United_States,3640,United_States:000036,1,1,0,0
train,train,United_States_003641.jpg,United_States,3641,United_States:000036,0,1,0,0
train,train,United_States_003642.jpg,United_States,3642,United_States:000036,3,2,0,0
train,val,United_States_003643.jpg,United_States,3643,United_States:000036,3,3,0,0
train,train,United_States_003644.jpg,United_States,3644,United_States:000036,1,0,0,0
train,train,United_States_003645.jpg,United_States,3645,United_States:000036,2,0,0,0
train,train,United_States_003646.jpg,United_States,3646,United_States:000036,4,1,0,0
train,train,United_States_003647.jpg,United_States,3647,United_States:000036,2,0,0,0
train,train,United_States_003648.jpg,United_States,3648,United_States:000036,0,1,0,0
train,train,United_States_003649.jpg,United_States,3649,United_States:000036,0,2,0,0
train,train,United_States_003650.jpg,United_States,3650,United_States:000036,2,0,0,0
train,train,United_States_003651.jpg,United_States,3651,United_States:000036,1,0,0,0
train,train,United_States_003652.jpg,United_States,3652,United_States:000036,0,2,0,0
train,train,United_States_003653.jpg,United_States,3653,United_States:000036,1,0,0,0
train,train,United_States_003654.jpg,United_States,3654,United_States:000036,3,0,0,0
train,train,United_States_003655.jpg,United_States,3655,United_States:000036,1,0,0,0
train,train,United_States_003656.jpg,United_States,3656,United_States:000036,0,0,1,0
train,train,United_States_003657.jpg,United_States,3657,United_States:000036,1,3,0,0
train,train,United_States_003658.jpg,United_States,3658,United_States:000036,1,2,0,0
train,train,United_States_003659.jpg,United_States,3659,United_States:000036,1,4,0,0
train,val,United_States_003660.jpg,United_States,3660,United_States:000036,1,1,0,0
train,train,United_States_003661.jpg,United_States,3661,United_States:000036,1,0,1,1
train,train,United_States_003662.jpg,United_States,3662,United_States:000036,0,2,0,0
train,train,United_States_003663.jpg,United_States,3663,United_States:000036,0,0,0,1
train,train,United_States_003664.jpg,United_States,3664,United_States:000036,2,1,0,0
train,val,United_States_003665.jpg,United_States,3665,United_States:000036,1,0,0,0
train,val,United_States_003666.jpg,United_States,3666,United_States:000036,1,1,0,0
train,train,United_States_003667.jpg,United_States,3667,United_States:000036,3,1,0,0
train,train,United_States_003668.jpg,United_States,3668,United_States:000036,3,1,0,0
train,train,United_States_003669.jpg,United_States,3669,United_States:000036,1,0,0,0
train,val,United_States_003670.jpg,United_States,3670,United_States:000036,1,0,0,0
train,train,United_States_003671.jpg,United_States,3671,United_States:000036,2,0,0,0
train,train,United_States_003672.jpg,United_States,3672,United_States:000036,0,0,1,0
train,val,United_States_003673.jpg,United_States,3673,United_States:000036,2,0,0,0
train,train,United_States_003674.jpg,United_States,3674,United_States:000036,1,0,0,0
train,train,United_States_003675.jpg,United_States,3675,United_States:000036,2,0,0,0
train,train,United_States_003676.jpg,United_States,3676,United_States:000036,4,1,0,0
train,train,United_States_003677.jpg,United_States,3677,United_States:000036,1,0,0,0
train,train,United_States_003678.jpg,United_States,3678,United_States:000036,2,0,0,0
train,train,United_States_003679.jpg,United_States,3679,United_States:000036,2,0,0,0
train,train,United_States_003680.jpg,United_States,3680,United_States:000036,1,1,1,0
train,train,United_States_003681.jpg,United_States,3681,United_States:000036,1,1,0,0
train,train,United_States_003682.jpg,United_States,3682,United_States:000036,4,1,0,0
train,train,United_States_003683.jpg,United_States,3683,United_States:000036,1,1,0,0
train,train,United_States_003684.jpg,United_States,3684,United_States:000036,1,0,0,0
train,train,United_States_003685.jpg,United_States,3685,United_States:000036,0,1,0,0
train,train,United_States_003686.jpg,United_States,3686,United_States:000036,2,1,0,0
train,train,United_States_003687.jpg,United_States,3687,United_States:000036,1,0,0,0
train,train,United_States_003688.jpg,United_States,3688,United_States:000036,1,0,0,0
train,train,United_States_003689.jpg,United_States,3689,United_States:000036,4,2,0,0
train,train,United_States_003690.jpg,United_States,3690,United_States:000036,0,2,0,0
train,train,United_States_003691.jpg,United_States,3691,United_States:000036,2,1,0,3
train,train,United_States_003692.jpg,United_States,3692,United_States:000036,0,1,0,0
train,train,United_States_003693.jpg,United_States,3693,United_States:000036,0,0,1,0
train,val,United_States_003694.jpg,United_States,3694,United_States:000036,1,0,0,0
train,train,United_States_003695.jpg,United_States,3695,United_States:000036,2,1,0,0
train,val,United_States_003696.jpg,United_States,3696,United_States:000036,0,2,0,0
train,train,United_States_003697.jpg,United_States,3697,United_States:000036,1,0,0,0
train,train,United_States_003698.jpg,United_States,3698,United_States:000036,1,0,0,0
train,train,United_States_003699.jpg,United_States,3699,United_States:000036,1,1,0,0
test,train,United_States_000300.jpg,United_States,300,United_States:000003,3,1,0,0
test,val,United_States_000301.jpg,United_States,301,United_States:000003,0,0,1,0
test,val,United_States_000302.jpg,United_States,302,United_States:000003,3,0,0,0
test,train,United_States_000303.jpg,United_States,303,United_States:000003,2,0,0,0
test,train,United_States_000304.jpg,United_States,304,United_States:000003,1,0,0,0
test,train,United_States_000305.jpg,United_States,305,United_States:000003,3,1,0,0
test,train,United_States_000306.jpg,United_States,306,United_States:000003,0,1,1,0
test,val,United_States_000307.jpg,United_States,307,United_States:000003,0,1,0,0
test,train,United_States_000308.jpg,United_States,308,United_States:000003,3,0,0,0
test,train,United_States_000309.jpg,United_States,309,United_States:000003,1,0,0,0
test,train,United_States_000310.jpg,United_States,310,United_States:000003,2,1,0,0
test,train,United_States_000311.jpg,United_States,311,United_States:000003,1,2,0,0
test,val,United_States_000312.jpg,United_States,312,United_States:000003,0,1,0,0
test,train,United_States_000313.jpg,United_States,313,United_States:000003,1,0,0,0
test,train,United_States_000314.jpg,United_States,314,United_States:000003,1,0,0,0
test,train,United_States_000315.jpg,United_States,315,United_States:000003,3,1,0,0
test,val,United_States_000316.jpg,United_States,316,United_States:000003,2,1,0,0
test,train,United_States_000317.jpg,United_States,317,United_States:000003,2,0,0,0
test,train,United_States_000318.jpg,United_States,318,United_States:000003,1,2,0,0
test,train,United_States_000319.jpg,United_States,319,United_States:000003,4,0,0,0
test,train,United_States_000320.jpg,United_States,320,United_States:000003,1,2,0,0
test,train,United_States_000321.jpg,United_States,321,United_States:000003,1,1,0,0
test,train,United_States_000322.jpg,United_States,322,United_States:000003,2,0,0,0
test,train,United_States_000323.jpg,United_States,323,United_States:000003,1,2,0,0
test,train,United_States_000324.jpg,United_States,324,United_States:000003,1,2,0,0
test,train,United_States_000325.jpg,United_States,325,United_States:000003,0,0,1,0
test,train,United_States_000326.jpg,United_States,326,United_States:000003,2,2,0,0
test,train,United_States_000327.jpg,United_States,327,United_States:000003,1,1,0,0
test,train,United_States_000328.jpg,United_States,328,United_States:000003,1,1,0,0
test,train,United_States_000329.jpg,United_States,329,United_States:000003,2,1,0,0
test,train,United_States_000330.jpg,United_States,330,United_States:000003,1,1,0,0
test,train,United_States_000331.jpg,United_States,331,United_States:000003,4,0,0,0
test,train,United_States_000332.jpg,United_States,332,United_States:000003,1,1,0,0
test,val,United_States_000333.jpg,United_States,333,United_States:000003,1,0,0,0
test,train,United_States_000334.jpg,United_States,334,United_States:000003,1,0,0,0
test,train,United_States_000335.jpg,United_States,335,United_States:000003,3,0,0,0
test,train,United_States_000336.jpg,United_States,336,United_States:000003,3,0,1,0
test,train,United_States_000337.jpg,United_States,337,United_States:000003,1,0,0,0
test,train,United_States_000338.jpg,United_States,338,United_States:000003,0,0,1,0
test,train,United_States_000339.jpg,United_States,339,United_States:000003,2,0,0,0
test,train,United_States_000340.jpg,United_States,340,United_States:000003,2,1,0,0
test,train,United_States_000341.jpg,United_States,341,United_States:000003,1,1,0,0
test,train,United_States_000342.jpg,United_States,342,United_States:000003,1,1,0,0
test,train,United_States_000343.jpg,United_States,343,United_States:000003,3,0,0,0
test,train,United_States_000344.jpg,United_States,344,United_States:000003,1,1,0,0
test,train,United_States_000345.jpg,United_States,345,United_States:000003,2,0,0,0
test,val,United_States_000346.jpg,United_States,346,United_States:000003,2,1,0,0
test,train,United_States_000347.jpg,United_States,347,United_States:000003,0,1,0,0
test,train,United_States_000348.jpg,United_States,348,United_States:000003,3,0,0,0
test,train,United_States_000349.jpg,United_States,349,United_States:000003,3,1,0,0
test,train,United_States_000350.jpg,United_States,350,United_States:000003,1,0,0,0
test,train,United_States_000351.jpg,United_States,351,United_States:000003,1,0,0,0
test,train,United_States_000352.jpg,United_States,352,United_States:000003,1,0,0,0
test,train,United_States_000353.jpg,United_States,353,United_States:000003,1,0,1,0
test,train,United_States_000354.jpg,United_States,354,United_States:000003,0,2,0,0
test,train,United_States_000355.jpg,United_States,355,United_States:000003,3,0,0,0
test,train,United_States_000356.jpg,United_States,356,United_States:000003,4,0,0,0
test,train,United_States_000357.jpg,United_States,357,United_States:000003,0,0,1,0
test,train,United_States_000358.jpg,United_States,358,United_States:000003,1,1,1,0
test,train,United_States_000359.jpg,United_States,359,United_States:000003,1,2,0,0
test,val,United_States_000360.jpg,United_States,360,United_States:000003,0,1,0,0
test,train,United_States_000361.jpg,United_States,361,United_States:000003,2,0,0,0
test,train,United_States_000362.jpg,United_States,362,United_States:000003,2,1,0,0
test,train,United_States_000363.jpg,United_States,363,United_States:000003,1,0,0,0
test,train,United_States_000364.jpg,United_States,364,United_States:000003,1,1,1,0
test,train,United_States_000365.jpg,United_States,365,United_States:000003,0,3,0,0
test,train,United_States_000366.jpg,United_States,366,United_States:000003,1,1,0,0
test,train,United_States_000367.jpg,United_States,367,United_States:000003,2,0,0,0
test,train,United_States_000368.jpg,United_States,368,United_States:000003,1,0,0,0
test,train,United_States_000369.jpg,United_States,369,United_States:000003,0,1,1,0
test,val,United_States_000370.jpg,United_States,370,United_States:000003,2,2,1,0
test,train,United_States_000371.jpg,United_States,371,United_States:000003,2,1,0,0
test,train,United_States_000372.jpg,United_States,372,United_States:000003,0,1,1,0
test,train,United_States_000373.jpg,United_States,373,United_States:000003,3,0,0,0
test,train,United_States_000374.jpg,United_States,374,United_States:000003,1,0,0,0
test,train,United_States_000375.jpg,United_States,375,United_States:000003,0,4,0,0
test,train,United_States_000376.jpg,United_States,376,United_States:000003,4,1,0,0
test,val,United_States_000377.jpg,United_States,377,United_States:000003,0,2,0,0
test,train,United_States_000378.jpg,United_States,378,United_States:000003,1,2,0,0
test,train,United_States_000379.jpg,United_States,379,United_States:000003,0,0,1,0
test,train,United_States_000380.jpg,United_States,380,United_States:000003,1,1,0,0
test,train,United_States_000381.jpg,United_States,381,United_States:000003,4,2,0,0
test,val,United_States_000382.jpg,United_States,382,United_States:000003,3,0,1,0
test,val,United_States_000383.jpg,United_States,383,United_States:000003,1,2,0,1
test,val,United_States_000384.jpg,United_States,384,United_States:000003,1,1,0,0
test,train,United_States_000385.jpg,United_States,385,United_States:000003,1,2,0,0
test,train,United_States_000386.jpg,United_States,386,United_States:000003,1,0,0,0
test,train,United_States_000387.jpg,United_States,387,United_States:000003,0,2,0,0
test,train,United_States_000388.jpg,United_States,388,United_States:000003,1,1,0,0
test,train,United_States_000389.jpg,United_States,389,United_States:000003,1,1,0,0
test,train,United_States_000390.jpg,United_States,390,United_States:000003,0,1,0,0
test,train,United_States_000391.jpg,United_States,391,United_States:000003,2,1,0,0
test,train,United_States_000392.jpg,United_States,392,United_States:000003,3,0,0,0
test,train,United_States_000393.jpg,United_States,393,United_States:000003,0,1,0,0
test,train,United_States_000394.jpg,United_States,394,United_States:000003,3,1,0,0
test,train,United_States_000395.jpg,United_States,395,United_States:000003,1,1,0,0
test,train,United_States_000396.jpg,United_States,396,United_States:000003,1,0,0,0
